# target,,uncorrected (10 iterations),,,,extrapolated (11 iterations),,,,high frequency slope correction (7 iterations),,,
# period (s),sa (g),period (s),sa (g),frequency (Hz),FAS (g-s),period (s),sa (g),frequency (Hz),FAS (g-s),period (s),sa (g),frequency (Hz),FAS (g-s)
,,,,11.2719,0.0143795,,,13.8534,0.0112365,,,13.8534,0.0112368
,,,,11.3062,0.0143252,,,13.905,0.0111848,,,13.905,0.011185
,,,,11.3406,0.0142713,,,13.9567,0.0111332,,,13.9567,0.0111334
,,,,11.3751,0.0142177,,,14.0086,0.0110817,,,14.0086,0.0110819
,,,,11.4097,0.0141644,,,14.0607,0.0110304,,,14.0607,0.0110306
,,,,11.4443,0.0141115,,,14.113,0.0109792,,,14.113,0.0109794
,,,,11.4791,0.0140589,,,14.1655,0.0109281,,,14.1655,0.0109284
,,,,11.514,0.0140066,,,14.2182,0.0108772,,,14.2182,0.0108775
,,,,11.5491,0.0139546,,,14.2711,0.0108264,,,14.2711,0.0108267
,,,,11.5842,0.013903,,,14.3242,0.0107757,,,14.3242,0.010776
,,,,11.6194,0.0138516,,,14.3775,0.0107252,,,14.3775,0.0107255
,,,,11.6547,0.0138006,,,14.431,0.0106748,,,14.431,0.0106751
,,,,11.6902,0.0137498,,,14.4847,0.0106245,,,14.4847,0.0106249
,,,,11.7257,0.0136994,,,14.5386,0.0105744,,,14.5386,0.0105748
,,,,11.7614,0.0136492,,,14.5926,0.0105244,,,14.5926,0.0105248
,,,,11.7971,0.0135993,,,14.6469,0.0104745,,,14.6469,0.010475
,,,,11.833,0.0135497,,,14.7014,0.0104248,,,14.7014,0.0104253
,,,,11.869,0.0135004,,,14.7561,0.0103752,,,14.7561,0.0103757
,,,,11.9051,0.0134513,,,14.811,0.0103257,,,14.811,0.0103263
,,,,11.9413,0.0134026,,,14.8661,0.0102764,,,14.8661,0.010277
,,,,11.9776,0.013354,,,14.9214,0.0102272,,,14.9214,0.0102279
,,,,12.014,0.0133057,,,14.9769,0.0101782,,,14.9769,0.0101789
,,,,12.0505,0.0132577,,,15.0326,0.0101293,,,15.0326,0.0101301
,,,,12.0871,0.0132099,,,15.0886,0.0100805,,,15.0886,0.0100813
,,,,12.1239,0.0131623,,,15.1447,0.0100319,,,15.1447,0.0100328
,,,,12.1608,0.013115,,,15.201,0.00998342,,,15.201,0.00998435
,,,,12.1977,0.0130679,,,15.2576,0.00993509,,,15.2576,0.00993607
,,,,12.2348,0.013021,,,15.3143,0.00988691,,,15.3143,0.00988794
,,,,12.272,0.0129743,,,15.3713,0.00983887,,,15.3713,0.00983996
,,,,12.3093,0.0129278,,,15.4285,0.00979098,,,15.4285,0.00979213
,,,,12.3468,0.0128815,,,15.4859,0.00974324,,,15.4859,0.00974446
,,,,12.3843,0.0128354,,,15.5435,0.00969565,,,15.5435,0.00969693
,,,,12.422,0.0127895,,,15.6013,0.00964821,,,15.6013,0.00964956
,,,,12.4597,0.0127438,,,15.6593,0.00960092,,,15.6593,0.00960235
,,,,12.4976,0.0126983,,,15.7176,0.00955379,,,15.7176,0.00955529
,,,,12.5356,0.0126529,,,15.7761,0.00950681,,,15.7761,0.00950839
,,,,12.5737,0.0126076,,,15.8348,0.00945999,,,15.8348,0.00946164
,,,,12.612,0.0125626,,,15.8937,0.00941332,,,15.8937,0.00941506
,,,,12.6503,0.0125177,,,15.9528,0.00936682,,,15.9528,0.00936863
,,,,12.6888,0.0124729,,,16.0121,0.00932047,,,16.0121,0.00932237
,,,,12.7274,0.0124283,,,16.0717,0.00927428,,,16.0717,0.00927626
,,,,12.7661,0.0123838,,,16.1315,0.00922825,,,16.1315,0.00923032
,,,,12.8049,0.0123394,,,16.1915,0.00918238,,,16.1915,0.00918455
,,,,12.8438,0.0122952,,,16.2517,0.00913667,,,16.2517,0.00913893
,,,,12.8829,0.0122511,,,16.3122,0.00909112,,,16.3122,0.00909349
,,,,12.922,0.0122071,,,16.3729,0.00904573,,,16.3729,0.0090482
,,,,12.9613,0.0121632,,,16.4338,0.00900051,,,16.4338,0.00900308
,,,,13.0007,0.0121194,,,16.4949,0.00895545,,,16.4949,0.00895813
,,,,13.0403,0.0120758,,,16.5563,0.00891055,,,16.5563,0.00891334
,,,,13.0799,0.0120322,,,16.6179,0.00886582,,,16.6179,0.00886872
,,,,13.1197,0.0119887,,,16.6797,0.00882125,,,16.6797,0.00882426
,,,,13.1596,0.0119454,,,16.7418,0.00877684,,,16.7418,0.00877997
,,,,13.1996,0.0119021,,,16.804,0.0087326,,,16.804,0.00873585
,,,,13.2397,0.0118589,,,16.8665,0.00868852,,,16.8665,0.00869189
,,,,13.28,0.0118158,,,16.9293,0.0086446,,,16.9293,0.0086481
,,,,13.3204,0.0117727,,,16.9923,0.00860085,,,16.9923,0.00860447
,,,,13.3609,0.0117298,,,17.0555,0.00855726,,,17.0555,0.00856101
,,,,13.4015,0.0116869,,,17.1189,0.00851383,,,17.1189,0.00851772
,,,,13.4422,0.0116441,,,17.1826,0.00847056,,,17.1826,0.00847459
,,,,13.4831,0.0116014,,,17.2465,0.00842746,,,17.2465,0.00843162
,,,,13.5241,0.0115587,,,17.3107,0.00838451,,,17.3107,0.00838882
,,,,13.5652,0.0115161,,,17.3751,0.00834173,,,17.3751,0.00834618
,,,,13.6065,0.0114736,,,17.4397,0.0082991,,,17.4397,0.0083037
,,,,13.6478,0.0114311,,,17.5046,0.00825664,,,17.5046,0.00826139
,,,,13.6893,0.0113887,,,17.5697,0.00821433,,,17.5697,0.00821923
,,,,13.731,0.0113464,,,17.6351,0.00817218,,,17.6351,0.00817724
,,,,13.7727,0.0113041,,,17.7007,0.00813018,,,17.7007,0.0081354
,,,,13.8146,0.0112619,,,17.7665,0.00808834,,,17.7665,0.00809373
,,,,13.8566,0.0112198,,,17.8326,0.00804666,,,17.8326,0.00805221
,,,,13.8987,0.0111777,,,17.899,0.00800513,,,17.899,0.00801085
,,,,13.941,0.0111357,,,17.9656,0.00796375,,,17.9656,0.00796965
,,,,13.9834,0.0110937,,,18.0324,0.00792253,,,18.0324,0.0079286
,,,,14.0259,0.0110518,,,18.0995,0.00788146,,,18.0995,0.0078877
,,,,14.0685,0.01101,,,18.1668,0.00784053,,,18.1668,0.00784696
,,,,14.1113,0.0109682,,,18.2344,0.00779976,,,18.2344,0.00780637
,,,,14.1542,0.0109265,,,18.3022,0.00775913,,,18.3022,0.00776593
,,,,14.1973,0.0108848,,,18.3703,0.00771865,,,18.3703,0.00772565
,,,,14.2404,0.0108432,,,18.4386,0.00767831,,,18.4386,0.00768551
,,,,14.2837,0.0108017,,,18.5072,0.00763812,,,18.5072,0.00764552
,,,,14.3272,0.0107602,,,18.5761,0.00759808,,,18.5761,0.00760567
,,,,14.3707,0.0107188,,,18.6452,0.00755817,,,18.6452,0.00756598
,,,,14.4144,0.0106774,,,18.7146,0.00751841,,,18.7146,0.00752643
,,,,14.4582,0.0106362,,,18.7842,0.00747879,,,18.7842,0.00748702
,,,,14.5022,0.010595,,,18.854,0.00743931,,,18.854,0.00744775
,,,,14.5463,0.0105538,,,18.9242,0.00739996,,,18.9242,0.00740863
,,,,14.5905,0.0105128,,,18.9946,0.00736076,,,18.9946,0.00736965
,,,,14.6349,0.0104718,,,19.0653,0.00732169,,,19.0653,0.00733081
,,,,14.6794,0.0104308,,,19.1362,0.00728275,,,19.1362,0.00729211
,,,,14.724,0.01039,,,19.2074,0.00724395,,,19.2074,0.00725354
,,,,14.7688,0.0103492,,,19.2788,0.00720529,,,19.2788,0.00721512
,,,,14.8137,0.0103085,,,19.3505,0.00716675,,,19.3505,0.00717683
,,,,14.8587,0.0102679,,,19.4225,0.00712835,,,19.4225,0.00713867
,,,,14.9039,0.0102274,,,19.4948,0.00709008,,,19.4948,0.00710065
,,,,14.9492,0.0101869,,,19.5673,0.00705194,,,19.5673,0.00706277
,,,,14.9947,0.0101466,,,19.6401,0.00701393,,,19.6401,0.00702502
,,,,15.0403,0.0101063,,,19.7132,0.00697604,,,19.7132,0.0069874
,,,,15.086,0.0100661,,,19.7865,0.00693829,,,19.7865,0.00694992
,,,,15.1319,0.010026,,,19.8601,0.00690066,,,19.8601,0.00691257
,,,,15.1779,0.009986,,,19.934,0.00686316,,,19.934,0.00687535
,,,,15.224,0.00994608,,,20.0081,0.00682579,,,20.0081,0.00683825
,,,,15.2703,0.00990625,,,20.0826,0.00678854,,,20.0826,0.00680129
,,,,15.3168,0.00986652,,,20.1573,0.00675142,,,20.1573,0.00676446
,,,,15.3633,0.00982688,,,20.2323,0.00671442,,,20.2323,0.00672776
,,,,15.41,0.00978735,,,20.3075,0.00667754,,,20.3075,0.00669119
,,,,15.4569,0.00974791,,,20.3831,0.00664079,,,20.3831,0.00665475
,,,,15.5039,0.00970857,,,20.4589,0.00660417,,,20.4589,0.00661843
,,,,15.551,0.00966934,,,20.535,0.00656766,,,20.535,0.00658224
,,,,15.5983,0.00963021,,,20.6114,0.00653128,,,20.6114,0.00654618
,,,,15.6457,0.00959118,,,20.6881,0.00649502,,,20.6881,0.00651025
,,,,15.6933,0.00955226,,,20.765,0.00645889,,,20.765,0.00647445
,,,,15.741,0.00951345,,,20.8423,0.00642287,,,20.8423,0.00643877
,,,,15.7889,0.00947475,,,20.9198,0.00638698,,,20.9198,0.00640322
,,,,15.8369,0.00943616,,,20.9976,0.00635121,,,20.9976,0.0063678
,,,,15.8851,0.00939768,,,21.0758,0.00631556,,,21.0758,0.0063325
,,,,15.9334,0.00935931,,,21.1542,0.00628004,,,21.1542,0.00629733
,,,,15.9818,0.00932105,,,21.2329,0.00624464,,,21.2329,0.00626229
,,,,16.0304,0.00928291,,,21.3118,0.00620935,,,21.3118,0.00622738
,,,,16.0791,0.00924489,,,21.3911,0.00617419,,,21.3911,0.00619259
,,,,16.128,0.00920698,,,21.4707,0.00613916,,,21.4707,0.00615793
,,,,16.1771,0.00916918,,,21.5506,0.00610424,,,21.5506,0.0061234
,,,,16.2263,0.00913151,,,21.6307,0.00606945,,,21.6307,0.006089
,,,,16.2756,0.00909395,,,21.7112,0.00603477,,,21.7112,0.00605472
,,,,16.3251,0.00905651,,,21.792,0.00600023,,,21.792,0.00602057
,,,,16.3747,0.00901918,,,21.8731,0.0059658,,,21.8731,0.00598655
,,,,16.4245,0.00898198,,,21.9544,0.0059315,,,21.9544,0.00595266
,,,,16.4744,0.0089449,,,22.0361,0.00589732,,,22.0361,0.0059189
,,,,16.5245,0.00890794,,,22.1181,0.00586326,,,22.1181,0.00588526
,,,,16.5748,0.0088711,,,22.2004,0.00582933,,,22.2004,0.00585176
,,,,16.6252,0.00883438,,,22.2829,0.00579552,,,22.2829,0.00581838
,,,,16.6757,0.00879777,,,22.3658,0.00576183,,,22.3658,0.00578514
,,,,16.7264,0.00876129,,,22.449,0.00572827,,,22.449,0.00575202
,,,,16.7773,0.00872494,,,22.5325,0.00569484,,,22.5325,0.00571904
,,,,16.8283,0.0086887,,,22.6164,0.00566153,,,22.6164,0.00568618
,,,,16.8795,0.00865258,,,22.7005,0.00562834,,,22.7005,0.00565346
,,,,16.9308,0.00861658,,,22.785,0.00559528,,,22.785,0.00562087
,,,,16.9823,0.00858071,,,22.8697,0.00556235,,,22.8697,0.00558841
,,,,17.0339,0.00854495,,,22.9548,0.00552954,,,22.9548,0.00555608
,,,,17.0857,0.00850931,,,23.0402,0.00549686,,,23.0402,0.00552388
,,,,17.1377,0.0084738,,,23.1259,0.00546431,,,23.1259,0.00549182
,,,,17.1898,0.0084384,,,23.2119,0.00543189,,,23.2119,0.00545989
,,,,17.242,0.00840312,,,23.2983,0.00539959,,,23.2983,0.00542809
,,,,17.2945,0.00836795,,,23.385,0.00536742,,,23.385,0.00539642
,,,,17.347,0.00833291,,,23.4719,0.00533538,,,23.4719,0.00536489
,,,,17.3998,0.00829798,,,23.5593,0.00530347,,,23.5593,0.0053335
,,,,17.4527,0.00826317,,,23.6469,0.00527169,,,23.6469,0.00530224
,,,,17.5058,0.00822847,,,23.7349,0.00524004,,,23.7349,0.00527111
,,,,17.559,0.00819389,,,23.8232,0.00520852,,,23.8232,0.00524012
,,,,17.6124,0.00815942,,,23.9118,0.00517713,,,23.9118,0.00520927
,,,,17.6659,0.00812507,,,24.0008,0.00514587,,,24.0008,0.00517855
,,,,17.7196,0.00809083,,,24.09,0.00511474,,,24.09,0.00514796
,,,,17.7735,0.0080567,,,24.1797,0.00508375,,,24.1797,0.00511752
,,,,17.8276,0.00802268,,,24.2696,0.00505289,,,24.2696,0.00508721
,,,,17.8818,0.00798877,,,24.3599,0.00502216,,,24.3599,0.00505703
,,,,17.9361,0.00795497,,,24.4505,0.00499156,,,24.4505,0.005027
,,,,17.9907,0.00792127,,,24.5415,0.0049611,,,24.5415,0.0049971
,,,,18.0454,0.00788768,,,24.6328,0.00493077,,,24.6328,0.00496734
,,,,18.1002,0.0078542,,,24.7244,0.00490057,,,24.7244,0.00493772
,,,,18.1553,0.00782083,,,24.8164,0.00487051,,,24.8164,0.00490824
,,,,18.2105,0.00778756,,,24.9087,0.00484059,,,24.9087,0.0048789
,,,,18.2658,0.00775439,,,25.0014,0.0048108,,,25.0014,0.00484969
,,,,18.3214,0.00772132,,,25.0944,0.00478114,,,25.0944,0.00482063
,,,,18.3771,0.00768835,,,25.1877,0.00475162,,,25.1877,0.0047917
,,,,18.433,0.00765549,,,25.2814,0.00472224,,,25.2814,0.00476292
,,,,18.489,0.00762272,,,25.3755,0.004693,,,25.3755,0.00473428
,,,,18.5452,0.00759005,,,25.4699,0.00466389,,,25.4699,0.00470577
,,,,18.6016,0.00755748,,,25.5646,0.00463493,,,25.5646,0.00467741
,,,,18.6582,0.007525,,,25.6597,0.00460609,,,25.6597,0.00464919
,,,,18.7149,0.00749262,,,25.7552,0.0045774,,,25.7552,0.00462111
,,,,18.7718,0.00746033,,,25.851,0.00454885,,,25.851,0.00459317
,,,,18.8289,0.00742814,,,25.9472,0.00452044,,,25.9472,0.00456537
,,,,18.8861,0.00739603,,,26.0437,0.00449216,,,26.0437,0.00453772
,,,,18.9436,0.00736402,,,26.1406,0.00446403,,,26.1406,0.00451021
,,,,19.0012,0.0073321,,,26.2378,0.00443604,,,26.2378,0.00448284
,,,,19.0589,0.00730027,,,26.3354,0.00440818,,,26.3354,0.00445562
,,,,19.1169,0.00726852,,,26.4334,0.00438047,,,26.4334,0.00442853
,,,,19.175,0.00723687,,,26.5317,0.0043529,,,26.5317,0.00440159
,,,,19.2333,0.0072053,,,26.6304,0.00432547,,,26.6304,0.0043748
,,,,19.2918,0.00717381,,,26.7295,0.00429819,,,26.7295,0.00434815
,,,,19.3505,0.00714241,,,26.8289,0.00427104,,,26.8289,0.00432164
,,,,19.4093,0.0071111,,,26.9287,0.00424404,,,26.9287,0.00429528
,,,,19.4683,0.00707987,,,27.0289,0.00421719,,,27.0289,0.00426906
,,,,19.5275,0.00704872,,,27.1295,0.00419047,,,27.1295,0.00424299
,,,,19.5869,0.00701766,,,27.2304,0.0041639,,,27.2304,0.00421706
,,,,19.6464,0.00698668,,,27.3317,0.00413747,,,27.3317,0.00419128
,,,,19.7062,0.00695577,,,27.4334,0.00411119,,,27.4334,0.00416564
,,,,19.7661,0.00692495,,,27.5354,0.00408505,,,27.5354,0.00414014
,,,,19.8262,0.00689421,,,27.6379,0.00405906,,,27.6379,0.0041148
,,,,19.8865,0.00686355,,,27.7407,0.00403321,,,27.7407,0.0040896
,,,,19.9469,0.00683297,,,27.8439,0.00400751,,,27.8439,0.00406454
,,,,20.0076,0.00680247,,,27.9475,0.00398195,,,27.9475,0.00403963
,,,,20.0684,0.00677204,,,28.0514,0.00395654,,,28.0514,0.00401487
,,,,20.1294,0.0067417,,,28.1558,0.00393128,,,28.1558,0.00399025
,,,,20.1907,0.00671143,,,28.2605,0.00390616,,,28.2605,0.00396578
,,,,20.252,0.00668124,,,28.3656,0.00388119,,,28.3656,0.00394146
,,,,20.3136,0.00665113,,,28.4712,0.00385636,,,28.4712,0.00391728
,,,,20.3754,0.00662109,,,28.5771,0.00383168,,,28.5771,0.00389325
,,,,20.4373,0.00659113,,,28.6834,0.00380715,,,28.6834,0.00386937
,,,,20.4995,0.00656125,,,28.7901,0.00378277,,,28.7901,0.00384563
,,,,20.5618,0.00653144,,,28.8972,0.00375853,,,28.8972,0.00382204
,,,,20.6243,0.00650171,,,29.0047,0.00373444,,,29.0047,0.0037986
,,,,20.687,0.00647206,,,29.1126,0.0037105,,,29.1126,0.0037753
,,,,20.7499,0.00644248,,,29.2209,0.0036867,,,29.2209,0.00375215
,,,,20.813,0.00641298,,,29.3296,0.00366306,,,29.3296,0.00372915
,,,,20.8763,0.00638355,,,29.4387,0.00363956,,,29.4387,0.00370629
,,,,20.9398,0.0063542,,,29.5482,0.00361621,,,29.5482,0.00368358
,,,,21.0035,0.00632493,,,29.6582,0.003593,,,29.6582,0.00366101
,,,,21.0673,0.00629573,,,29.7685,0.00356995,,,29.7685,0.0036386
,,,,21.1314,0.00626661,,,29.8792,0.00354704,,,29.8792,0.00361632
,,,,21.1956,0.00623757,,,29.9904,0.00352428,,,29.9904,0.0035942
,,,,21.2601,0.0062086,,,30.1019,0.00350167,,,30.1019,0.00357221
,,,,21.3247,0.00617971,,,30.2139,0.0034792,,,30.2139,0.00355038
,,,,21.3896,0.0061509,,,30.3263,0.00345689,,,30.3263,0.00352869
,,,,21.4546,0.00612217,,,30.4391,0.00343472,,,30.4391,0.00350714
,,,,21.5198,0.00609351,,,30.5524,0.0034127,,,30.5524,0.00348574
,,,,21.5853,0.00606492,,,30.666,0.00339082,,,30.666,0.00346448
,,,,21.6509,0.00603642,,,30.7801,0.0033691,,,30.7801,0.00344337
,,,,21.7167,0.00600799,,,30.8946,0.00334752,,,30.8946,0.0034224
,,,,21.7828,0.00597965,,,31.0096,0.00332609,,,31.0096,0.00340157
,,,,21.849,0.00595138,,,31.1249,0.0033048,,,31.1249,0.00338088
,,,,21.9154,0.00592319,,,31.2407,0.00328366,,,31.2407,0.00336034
,,,,21.9821,0.00589507,,,31.3569,0.00326267,,,31.3569,0.00333994
,,,,22.0489,0.00586704,,,31.4736,0.00324182,,,31.4736,0.00331968
,,,,22.1159,0.00583909,,,31.5907,0.00322112,,,31.5907,0.00329956
,,,,22.1832,0.00581121,,,31.7082,0.00320057,,,31.7082,0.00327958
,,,,22.2506,0.00578342,,,31.8261,0.00318016,,,31.8261,0.00325974
,,,,22.3183,0.00575571,,,31.9445,0.0031599,,,31.9445,0.00324003
,,,,22.3861,0.00572807,,,32.0634,0.00313978,,,32.0634,0.00322047
,,,,22.4542,0.00570052,,,32.1826,0.0031198,,,32.1826,0.00320104
,,,,22.5225,0.00567305,,,32.3024,0.00309997,,,32.3024,0.00318175
,,,,22.591,0.00564566,,,32.4225,0.00308029,,,32.4225,0.0031626
,,,,22.6597,0.00561835,,,32.5431,0.00306074,,,32.5431,0.00314358
,,,,22.7286,0.00559112,,,32.6642,0.00304134,,,32.6642,0.00312469
,,,,22.7977,0.00556397,,,32.7857,0.00302209,,,32.7857,0.00310594
,,,,22.867,0.00553691,,,32.9077,0.00300297,,,32.9077,0.00308732
,,,,22.9365,0.00550993,,,33.0301,0.002984,,,33.0301,0.00306884
,,,,23.0063,0.00548304,,,33.153,0.00296516,,,33.153,0.00305048
,,,,23.0762,0.00545622,,,33.2763,0.00294647,,,33.2763,0.00303226
,,,,23.1464,0.00542949,,,33.4001,0.00292792,,,33.4001,0.00301416
,,,,23.2167,0.00540285,,,33.5244,0.00290951,,,33.5244,0.00299619
,,,,23.2873,0.00537628,,,33.6491,0.00289123,,,33.6491,0.00297835
,,,,23.3581,0.00534981,,,33.7743,0.0028731,,,33.7743,0.00296063
,,,,23.4292,0.00532341,,,33.8999,0.0028551,,,33.8999,0.00294305
,,,,23.5004,0.0052971,,,34.026,0.00283725,,,34.026,0.00292558
,,,,23.5719,0.00527088,,,34.1526,0.00281952,,,34.1526,0.00290824
,,,,23.6435,0.00524474,,,34.2796,0.00280194,,,34.2796,0.00289102
,,,,23.7154,0.00521869,,,34.4072,0.00278449,,,34.4072,0.00287392
,,,,23.7875,0.00519273,,,34.5352,0.00276718,,,34.5352,0.00285694
,,,,23.8599,0.00516685,,,34.6636,0.00275,,,34.6636,0.00284008
,,,,23.9324,0.00514106,,,34.7926,0.00273295,,,34.7926,0.00282334
,,,,24.0052,0.00511535,,,34.922,0.00271604,,,34.922,0.00280671
,,,,24.0782,0.00508973,,,35.0519,0.00269926,,,35.0519,0.0027902
,,,,24.1514,0.0050642,,,35.1823,0.00268261,,,35.1823,0.00277381
,,,,24.2248,0.00503876,,,35.3132,0.0026661,,,35.3132,0.00275753
,,,,24.2985,0.0050134,,,35.4446,0.00264971,,,35.4446,0.00274136
,,,,24.3723,0.00498814,,,35.5764,0.00263346,,,35.5764,0.0027253
,,,,24.4465,0.00496296,,,35.7088,0.00261733,,,35.7088,0.00270935
,,,,24.5208,0.00493787,,,35.8416,0.00260134,,,35.8416,0.00269351
,,,,24.5953,0.00491287,,,35.975,0.00258547,,,35.975,0.00267778
,,,,24.6701,0.00488796,,,36.1088,0.00256973,,,36.1088,0.00266215
,,,,24.7451,0.00486314,,,36.2431,0.00255411,,,36.2431,0.00264664
,,,,24.8204,0.0048384,,,36.3779,0.00253862,,,36.3779,0.00263121
,,,,24.8958,0.00481376,,,36.5133,0.00252326,,,36.5133,0.00261587
,,,,24.9715,0.00478921,,,36.6491,0.00250802,,,36.6491,0.00260063
,,,,25.0475,0.00476475,,,36.7854,0.0024929,,,36.7854,0.00258547
,,,,25.1236,0.00474038,,,36.9223,0.00247791,,,36.9223,0.0025704
,,,,25.2,0.00471611,,,37.0596,0.00246304,,,37.0596,0.00255542
,,,,25.2766,0.00469192,,,37.1975,0.00244829,,,37.1975,0.00254052
,,,,25.3535,0.00466783,,,37.3359,0.00243366,,,37.3359,0.00252571
,,,,25.4306,0.00464383,,,37.4748,0.00241915,,,37.4748,0.00251099
,,,,25.5079,0.00461992,,,37.6142,0.00240477,,,37.6142,0.00249635
,,,,25.5855,0.0045961,,,37.7541,0.00239049,,,37.7541,0.0024818
,,,,25.6633,0.00457238,,,37.8946,0.00237634,,,37.8946,0.00246734
,,,,25.7413,0.00454875,,,38.0355,0.00236231,,,38.0355,0.00245296
,,,,25.8196,0.00452521,,,38.177,0.00234839,,,38.177,0.00243866
,,,,25.8981,0.00450177,,,38.3191,0.00233458,,,38.3191,0.00242444
,,,,25.9768,0.00447843,,,38.4616,0.00232089,,,38.4616,0.00241031
,,,,26.0558,0.00445517,,,38.6047,0.00230732,,,38.6047,0.00239626
,,,,26.135,0.00443202,,,38.7483,0.00229385,,,38.7483,0.0023823
,,,,26.2145,0.00440895,,,38.8924,0.0022805,,,38.8924,0.00236841
,,,,26.2942,0.00438599,,,39.0371,0.00226727,,,39.0371,0.0023546
,,,,26.3741,0.00436312,,,39.1824,0.00225414,,,39.1824,0.00234088
,,,,26.4543,0.00434034,,,39.3281,0.00224112,,,39.3281,0.00232724
,,,,26.5348,0.00431766,,,39.4744,0.00222822,,,39.4744,0.00231367
,,,,26.6155,0.00429508,,,39.6213,0.00221542,,,39.6213,0.00230018
,,,,26.6964,0.0042726,,,39.7687,0.00220273,,,39.7687,0.00228678
,,,,26.7776,0.00425021,,,39.9166,0.00219014,,,39.9166,0.00227345
,,,,26.859,0.00422792,,,40.0651,0.00217767,,,40.0651,0.0022602
,,,,26.9406,0.00420573,,,40.2141,0.0021653,,,40.2141,0.00224702
,,,,27.0226,0.00418363,,,40.3637,0.00215303,,,40.3637,0.00223393
,,,,27.1047,0.00416164,,,40.5139,0.00214087,,,40.5139,0.0022209
,,,,27.1871,0.00413974,,,40.6646,0.00212882,,,40.6646,0.00220796
,,,,27.2698,0.00411794,,,40.8159,0.00211687,,,40.8159,0.00219509
,,,,27.3527,0.00409624,,,40.9677,0.00210501,,,40.9677,0.00218229
,,,,27.4359,0.00407464,,,41.1201,0.00209327,,,41.1201,0.00216957
,,,,27.5193,0.00405314,,,41.2731,0.00208162,,,41.2731,0.00215693
,,,,27.603,0.00403174,,,41.4266,0.00207007,,,41.4266,0.00214436
,,,,27.6869,0.00401044,,,41.5808,0.00205862,,,41.5808,0.00213186
,,,,27.7711,0.00398924,,,41.7354,0.00204727,,,41.7354,0.00211943
,,,,27.8555,0.00396814,,,41.8907,0.00203602,,,41.8907,0.00210708
,,,,27.9402,0.00394714,,,42.0465,0.00202487,,,42.0465,0.0020948
,,,,28.0252,0.00392624,,,42.203,0.00201382,,,42.203,0.00208259
,,,,28.1104,0.00390545,,,42.36,0.00200286,,,42.36,0.00207045
,,,,28.1959,0.00388475,,,42.5175,0.00199199,,,42.5175,0.00205838
,,,,28.2816,0.00386415,,,42.6757,0.00198123,,,42.6757,0.00204638
,,,,28.3676,0.00384366,,,42.8345,0.00197055,,,42.8345,0.00203445
,,,,28.4538,0.00382327,,,42.9938,0.00195997,,,42.9938,0.00202259
,,,,28.5404,0.00380298,,,43.1538,0.00194949,,,43.1538,0.0020108
,,,,28.6271,0.00378279,,,43.3143,0.00193909,,,43.3143,0.00199908
,,,,28.7142,0.00376271,,,43.4754,0.00192879,,,43.4754,0.00198743
,,,,28.8015,0.00374272,,,43.6372,0.00191858,,,43.6372,0.00197585
,,,,28.8891,0.00372284,,,43.7995,0.00190846,,,43.7995,0.00196433
,,,,28.9769,0.00370306,,,43.9624,0.00189843,,,43.9624,0.00195288
,,,,29.065,0.00368339,,,44.126,0.00188849,,,44.126,0.0019415
,,,,29.1534,0.00366381,,,44.2901,0.00187864,,,44.2901,0.00193018
,,,,29.242,0.00364434,,,44.4549,0.00186887,,,44.4549,0.00191893
,,,,29.3309,0.00362497,,,44.6203,0.00185919,,,44.6203,0.00190775
,,,,29.4201,0.0036057,,,44.7863,0.00184961,,,44.7863,0.00189663
,,,,29.5096,0.00358654,,,44.9529,0.0018401,,,44.9529,0.00188557
,,,,29.5993,0.00356748,,,45.1201,0.00183069,,,45.1201,0.00187458
,,,,29.6893,0.00354852,,,45.2879,0.00182135,,,45.2879,0.00186365
,,,,29.7796,0.00352966,,,45.4564,0.00181211,,,45.4564,0.00185279
,,,,29.8701,0.00351091,,,45.6255,0.00180294,,,45.6255,0.00184199
,,,,29.9609,0.00349226,,,45.7953,0.00179386,,,45.7953,0.00183126
,,,,30.052,0.00347371,,,45.9656,0.00178486,,,45.9656,0.00182058
,,,,30.1434,0.00345527,,,46.1366,0.00177595,,,46.1366,0.00180997
,,,,30.2351,0.00343692,,,46.3082,0.00176711,,,46.3082,0.00179942
,,,,30.327,0.00341868,,,46.4805,0.00175836,,,46.4805,0.00178893
,,,,30.4192,0.00340055,,,46.6534,0.00174969,,,46.6534,0.0017785
,,,,30.5117,0.00338251,,,46.827,0.00174109,,,46.827,0.00176814
,,,,30.6045,0.00336458,,,47.0012,0.00173258,,,47.0012,0.00175783
,,,,30.6975,0.00334675,,,47.176,0.00172415,,,47.176,0.00174758
,,,,30.7909,0.00332902,,,47.3515,0.00171579,,,47.3515,0.0017374
,,,,30.8845,0.00331139,,,47.5277,0.00170751,,,47.5277,0.00172727
,,,,30.9784,0.00329386,,,47.7045,0.0016993,,,47.7045,0.0017172
,,,,31.0726,0.00327644,,,47.882,0.00169118,,,47.882,0.00170719
,,,,31.1671,0.00325912,,,48.0601,0.00168313,,,48.0601,0.00169724
,,,,31.2618,0.00324189,,,48.2389,0.00167515,,,48.2389,0.00168735
,,,,31.3569,0.00322477,,,48.4183,0.00166725,,,48.4183,0.00167752
,,,,31.4522,0.00320776,,,48.5984,0.00165942,,,48.5984,0.00166774
,,,,31.5479,0.00319084,,,48.7792,0.00165166,,,48.7792,0.00165802
